"","SEDM_2P_1","SEDM_2P_2","SEDM_2P_3","SEEM_2P_1","SEEM_2P_2","SEEM_2P_3","SEEM_4P_1","SEEM_4P_2","SEEM_4P_3","PERKi_1","PERKi_2","PERKi_3","T_1","T_2","T_3","P1_dP_redoA_1","P2_dP_redoA_1","P3_dP_redoA_1"
"AA645442",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"AA672651",0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0
"AA684185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AA792892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AA914427",6,6,14,15,10,27,22,26,34,9,17,14,4,9,5,0,0,0
"AA986860",56,41,28,59,93,58,24,16,14,68,35,49,41,31,45,62,35,63
"Aaas",2519,2508,2047,5348,6282,5150,4905,4419,4743,3751,3860,2885,2736,2735,2237,1979,1155,2608
"Aacs",2259,2483,2516,2659,2825,2828,3534,3608,3396,2006,1838,2218,2381,2224,1867,1583,1066,1695
"Aadac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadacl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadacl2fm1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadacl2fm2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadacl2fm3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadacl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadacl4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadacl4fm1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadacl4fm2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AAdacl4fm3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadacl4fm4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadacl4fm5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aadat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aagab",2839,2960,3257,2678,2694,2416,2456,2344,2274,2026,2006,1967,3053,2632,2601,1548,822,1547
"Aak1",3807,3389,3296,4239,4484,4602,4386,4786,4438,3296,2874,3255,3121,3594,3938,2639,1651,3312
"Aamdc",155,96,115,321,263,226,191,168,229,202,166,239,193,121,96,146,92,186
"Aamp",2163,2288,2302,4073,4060,4279,4436,4616,4491,2872,2691,2749,2627,2399,2224,3929,2361,4075
"Aanat",23,10,14,0,3,0,7,0,7,9,3,8,0,4,2,5,3,3
"Aar2",478,620,467,1358,1455,1304,1448,1556,1642,932,909,782,729,602,569,966,519,941
"Aard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aars",4509,3697,4545,1181,8229,10160,10505,11775,11929,9527,9311,7388,4659,5080,4538,2763,747,4042
"Aars.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,27
"Aars2",603,642,762,1144,1253,1148,1289,1218,1222,768,692,574,841,716,733,580,310,619
"Aarsd1",714,636,738,1636,1663,1404,1759,1885,1956,1122,1088,975,1135,897,842,577,327,701
"Aasdh",488,552,528,995,1019,732,812,726,757,782,714,650,662,587,540,519,311,644
"Aasdhppt",343,337,273,925,887,872,1162,1173,1192,731,712,488,471,443,443,475,296,588
"Aass",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Aatf",262,247,212,1407,1409,1504,1759,1827,1943,903,957,691,351,413,271,562,367,632
"Aatk",4419,4496,5117,974,1489,1657,2051,2019,1694,2771,2788,3345,4463,4393,3938,2716,1545,2607
"AB041806",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"AB124611",141,149,150,25,40,42,26,38,23,152,70,82,129,144,141,9379,5463,7963
"AB124611.1",8382,9138,9506,1435,1744,1990,1553,1354,1376,5363,4622,6202,5849,5818,6934,0,0,0
"Abat",0,0,0,17,15,16,8,6,11,19,12,9,8,13,18,3,9,21
"Abca1",325,475,325,402,510,263,504,337,336,1278,1466,1648,526,455,1115,6500,4776,7536
"Abca12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abca13",12558,12932,14067,1314,1671,2280,1488,1482,1269,6285,5627,8689,9040,9272,13187,1793,1073,1823
"Abca13.1",47,33,82,46,32,35,21,17,31,49,44,33,48,58,96,22,12,43
"Abca14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abca15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abca16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abca17",0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,15,15,21
"Abca2",3716,3487,3590,20761,22292,17077,10768,10506,10201,6398,6763,5093,3574,3465,2915,8614,4326,10717
"Abca3",3595,3493,3263,6683,6986,5061,3042,3193,3124,4980,4831,3974,2848,2946,3483,8260,5295,8123
"Abca4",177,206,139,222,220,224,29,27,9,215,206,175,25,13,10,116,116,262
"Abca5",20,19,57,47,40,36,13,9,19,62,41,33,15,19,22,39,33,57
"Abca6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8
"Abca7",38699,40527,43291,15291,17074,17423,16147,16022,15365,26658,25337,31109,34358,32455,38976,9073,5230,9221
"Abca8a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abca8b",0,6,0,0,0,2,0,14,17,5,0,0,16,0,16,107,61,116
"Abca8b.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,44,131
"Abca9",15,3,28,0,0,0,0,0,0,15,22,40,18,0,40,266,162,184
"Abcb10",856,761,928,3645,3552,2755,2468,2564,2515,3289,3002,2028,1961,1641,1409,1066,656,1354
"Abcb11",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Abcb1a",38,42,26,123,140,63,83,53,54,52,44,59,27,52,28,41,29,79
"Abcb1b",113,113,72,423,352,392,335,443,489,237,247,236,99,109,100,154,123,260
"Abcb4",718,381,218,7109,6465,3638,132,129,74,4744,4631,2210,212,154,123,440,298,763
"Abcb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abcb6",79,63,51,227,138,432,17,186,60,191,392,171,29,16,22,326,246,492
"Abcb7",1682,1643,1624,3324,2732,2477,2907,2973,3161,2148,1890,1925,1570,1334,1767,1411,924,1605
"Abcb8",591,529,497,2205,2388,2058,2656,2624,2442,1263,1360,985,914,782,493,846,505,1059
"Abcb9",226,213,166,216,219,280,295,238,241,165,107,120,246,204,118,141,89,161
"Abcc1",4794,5173,4968,11445,11539,11513,12708,12131,13033,5747,5903,5754,5649,5179,5570,13170,8154,12809
"Abcc10",420,387,437,802,717,660,317,287,348,787,628,649,499,385,397,711,402,730
"Abcc10.1",16,9,17,12,16,17,7,12,10,18,24,15,10,12,8,0,0,0
"Abcc12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abcc2",39,20,56,78,55,114,138,125,101,9,0,24,114,64,43,58,25,78
"Abcc3",58,54,25,53,55,96,148,132,121,253,279,315,109,136,185,1039,698,1093
"Abcc4",2469,2255,1992,4408,4611,5316,6051,6810,6916,3273,3282,3295,3382,3116,2765,2373,1417,2640
"Abcc5",5326,5037,5124,5049,5513,4544,2951,2592,2560,6500,6262,8106,5060,5174,6263,54,24,13
"Abcc5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12582,7271,11167
"Abcc5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,57
"Abcc6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abcc8",10,5,0,0,4,0,0,0,0,5,11,10,0,0,3,14,12,25
"Abcc9",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abcd1",5159,5091,5415,3625,4289,4324,3964,3976,3974,3966,3811,4655,4919,4994,4745,6383,3522,5941
"Abcd1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,23
"Abcd2",5511,6214,6151,1380,1772,2498,2936,3162,3047,2344,2994,3464,4867,4980,5359,2087,1174,1923
"Abcd3",1708,1761,1867,1700,1583,1577,2093,2211,2311,1602,1642,1887,2306,1936,2589,1686,1011,1853
"Abcd4",324,202,275,542,551,374,436,401,438,409,505,399,294,316,315,570,385,625
"Abce1",2413,2061,1926,9095,9001,9881,11548,12978,14378,6609,6993,4889,3595,3103,2947,3701,2245,4581
"Abcf1",2950,2799,2902,9528,10042,9606,8762,9840,9107,6700,6259,5015,3750,3408,3551,4678,2788,5099
"Abcf2",1468,1325,1130,4801,5332,5567,6590,7009,7275,3697,3411,2963,2048,1810,1746,2899,1884,3124
"Abcf3",1068,1155,1187,1786,1756,1637,1812,1819,1789,1506,1441,1385,1362,1250,1280,1431,895,1537
"Abcg1",855,844,989,902,959,903,661,592,489,767,936,759,197,192,232,2090,1292,2098
"Abcg2",144,97,71,1038,826,698,724,726,796,1096,1125,658,114,73,77,356,212,395
"Abcg3",32,43,40,41,60,34,7,9,8,67,131,95,42,16,34,60,21,72
"Abcg4",97,84,47,963,1012,488,19,12,0,968,832,358,51,29,59,145,71,175
"Abcg5",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"Abcg8",0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
"Abhd1",35,12,30,35,26,38,14,15,16,19,37,15,17,34,26,36,16,40
"Abhd10",770,902,997,551,604,563,618,587,640,618,527,689,857,801,877,463,225,419
"Abhd11",758,717,729,1479,1549,1597,2257,1988,2041,1133,962,1075,1101,923,699,1092,670,1049
"Abhd11os",10,4,4,5,6,0,4,2,7,5,5,3,4,0,0,17,6,20
"Abhd12",1067,1337,1157,1533,1540,1560,1619,1667,1561,1228,1560,1390,1230,1201,1300,2999,1978,3160
"Abhd12b",49,44,23,0,0,0,2,3,0,5,13,19,14,14,18,11,4,10
"Abhd13",1893,1712,1990,1891,1614,1830,1666,1752,1729,1613,1397,1716,2080,1812,2074,1449,845,1409
"Abhd14a",145,75,69,1330,1374,1108,1296,1249,1299,498,635,367,270,156,86,441,208,544
"Abhd14b",228,215,230,618,629,484,318,279,307,305,344,272,352,245,188,593,303,634
"Abhd15",309,341,323,756,740,559,696,838,736,369,353,362,277,316,320,782,316,911
"Abhd16a",1203,1155,1147,3974,3563,2455,1496,1541,1410,2984,2879,2198,1368,1102,1143,1787,1102,2006
"Abhd16b",6,5,6,3,4,0,2,2,3,15,12,16,0,0,4,6,13,5
"Abhd16b.1",277,272,397,120,106,152,241,190,236,63,173,121,310,312,312,61,39,69
"Abhd17a",1625,1660,2004,3345,3446,3043,3336,3103,3036,2493,2448,2094,2105,1914,1502,2456,1530,2834
"Abhd17b",1789,1875,2206,2026,2177,2683,3388,3441,3587,1405,1079,1401,2705,2023,1980,1312,778,1360
"Abhd17c",1457,1486,1498,1593,2034,2340,3183,2992,3383,1615,1510,1615,2273,1983,1918,1631,1073,1873
"Abhd18",1262,1247,1247,443,410,392,402,372,361,655,665,800,866,803,983,640,349,626
"Abhd2",9685,9764,9336,9287,10400,10932,11652,11567,11810,7610,7487,7891,8307,8693,8232,8130,4513,8450
"Abhd3",0,0,0,0,0,5,20,6,15,8,0,16,0,4,8,58,47,46
"Abhd4",1185,1126,1067,3566,3692,3172,2561,2232,2359,1771,1819,1467,1906,1602,1177,3147,1891,3183
"Abhd5",11136,11496,11935,1659,1706,2111,1759,1759,1832,6681,5461,8430,7912,7778,10291,3620,2178,3351
"Abhd5.1",214,237,322,16,28,26,13,13,20,70,95,159,103,111,156,0,0,0
"Abhd6",4,0,0,3,0,6,4,8,11,7,42,9,0,0,4,111,77,110
"Abhd6.1",54,126,73,85,107,95,143,159,177,195,173,125,30,27,38,0,0,0
"Abhd8",883,936,1233,1317,1392,1316,1219,1096,938,830,739,729,1030,895,796,685,460,923
"Abi1",5408,5801,5633,4468,4384,4058,3964,4154,4166,5203,5428,5558,4723,4599,5539,6574,3823,6068
"Abi1.1",32,18,29,28,15,17,11,14,20,31,44,22,6,10,31,896,409,501
"Abi1.2",6,12,35,14,13,25,6,15,11,25,23,57,25,12,21,142,66,111
"Abi2",383,297,191,1042,970,1006,1145,1209,1288,612,612,521,390,275,252,705,367,709
"Abi2.1",5,0,0,1,0,0,0,3,5,0,28,3,0,0,3,16,1,10
"Abi3",3805,4624,3741,3262,3787,3384,1838,1667,1858,3340,4247,3120,1947,2635,2026,6181,3688,5441
"Abi3bp",6,0,11,13,0,34,0,0,6,7,7,0,0,12,10,3,9,0
"Abitram",624,627,504,2251,2359,2609,2569,2713,2811,1778,1825,1423,1099,1259,1019,1274,756,1270
"Abl1",2526,3865,3874,4454,5276,6220,3329,5207,3428,4579,2940,3896,3353,3326,2777,4623,2881,5144
"Abl2",999,904,1018,1950,1801,1617,1936,2121,2208,1167,1178,1019,880,858,892,1121,583,1187
"Ablim1",921,1046,643,503,566,736,1237,1368,1289,881,985,1001,256,328,318,600,423,771
"Ablim2",10,9,11,16,23,0,0,0,0,19,0,10,28,11,15,46,36,85
"Ablim3",25,21,24,0,0,0,0,0,0,6,0,0,0,17,20,0,0,0
"Abo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abr",7810,7796,8282,3802,4304,5212,6576,6849,6119,6462,6467,8262,7678,7692,8736,13386,7857,12907
"Abr.1",47,40,58,5,11,1,8,2,4,29,18,15,90,65,39,83,87,81
"Abra",7,0,0,0,0,0,4,0,4,0,7,3,5,6,5,5,3,10
"Abracl",996,948,920,1252,1139,1154,1424,1481,1458,1176,1145,1267,1171,988,1086,1191,751,1089
"Abraxas1",493,466,503,804,830,735,718,721,643,653,620,560,518,491,556,337,221,404
"Abraxas2",2382,2346,2449,2227,2343,2158,2197,2513,2275,2213,2093,2325,2475,2246,2546,2173,1324,2135
"Abt1",414,424,367,662,669,645,804,937,793,554,635,569,461,381,373,459,350,536
"Abtb1",7242,7964,9434,2048,2331,2154,1748,1500,1399,4643,3999,5187,6517,6053,6170,4244,2257,3994
"Abtb2",1409,1508,1681,123,104,119,127,106,112,753,661,878,528,569,786,943,689,998
"Abtb2.1",18,19,18,0,1,0,0,0,1,10,49,12,17,17,6,0,0,0
"AC015535.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC020971.1",4,0,3,6,0,0,2,0,4,0,2,0,0,0,0,0,0,0
"AC073947.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC074312.1",0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"AC074312.1.1",4,3,12,0,2,0,0,7,3,6,17,0,5,3,7,0,0,0
"AC087559.1",19,18,22,3,9,6,6,8,7,4,3,4,17,16,18,0,0,0
"AC087559.2",6,6,3,5,3,3,0,2,1,2,0,5,7,7,6,0,0,0
"AC087559.3",23,24,30,5,9,9,7,7,8,8,6,8,20,23,22,0,0,0
"AC087801.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC087801.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC087801.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC093451.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC099642.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC099860.1",2,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0
"AC102264.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC102368.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC102368.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC102392.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC103362.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC106834.1",6,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0
"AC107703.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC107736.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC107792.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC108942.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC109619.1",2,0,0,2,3,0,2,2,0,2,3,0,0,0,3,0,0,0
"AC110885.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC113595.1",11,15,8,91,100,60,34,28,50,89,57,64,16,12,4,0,0,0
"AC114824.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC115752.1",41,43,40,125,126,137,123,90,114,171,144,81,67,72,25,0,0,0
"AC117663.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"AC117663.2",1,0,5,1,3,1,2,4,2,1,1,1,5,1,4,0,0,0
"AC117663.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC117671.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC118632.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC118710.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC119183.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC119987.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC120011.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC120367.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC120787.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC121143.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC121573.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC122792.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC122821.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC122843.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC122861.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC123687.1",0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,0,0,0
"AC123856.1",9,12,13,19,11,0,8,2,15,13,24,4,3,0,12,0,0,0
"AC123873.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC123873.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC123873.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC124502.1",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"AC124542.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC124606.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC124606.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC124742.1",29,78,39,113,51,38,68,46,54,38,32,37,95,41,50,0,0,0
"AC124764.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC125120.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC125149.1",131,212,220,18,27,17,28,18,23,215,269,184,72,93,101,0,0,0
"AC125149.2",18,24,17,5,0,8,0,0,0,43,55,66,9,7,18,0,0,0
"AC125149.2.1",32,44,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
"AC125149.3",24,50,31,4,1,5,4,0,0,12,32,27,8,1,25,0,0,0
"AC125149.3.1",37,41,37,8,4,2,1,1,1,29,28,44,11,22,27,0,0,0
"AC125149.3.2",6,3,2,2,6,0,0,0,0,8,5,11,5,12,3,0,0,0
"AC125149.3.3",170,121,67,0,0,3,9,0,0,57,53,61,37,13,67,0,0,0
"AC125149.4",49,50,56,28,11,13,16,20,8,34,61,48,32,35,19,0,0,0
"AC125149.5",9,5,7,5,5,5,5,4,4,4,9,4,6,6,4,0,0,0
"AC125178.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC125178.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC125178.3",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AC126035.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC126262.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC127285.1",0,0,0,1,0,1,2,6,0,1,1,0,0,0,0,0,0,0
"AC131692.1",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"AC131980.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC132288.1",0,1,1,1,1,4,0,1,0,2,1,2,0,0,0,0,0,0
"AC132407.1",0,1,3,1,2,0,1,1,0,0,0,1,7,0,3,0,0,0
"AC132410.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC132444.1",132,130,103,0,7,4,4,0,0,78,46,73,53,67,95,0,0,0
"AC132444.2",7,11,6,2,3,1,1,1,1,19,15,21,3,2,3,0,0,0
"AC132444.3",6,5,6,5,5,6,5,4,4,3,10,4,7,5,5,0,0,0
"AC132444.4",8,7,5,2,3,1,1,1,1,12,7,14,2,2,2,0,0,0
"AC132444.5",5,6,6,1,1,1,1,0,1,5,2,5,1,2,7,0,0,0
"AC132444.5.1",76,78,45,9,10,16,9,4,7,57,50,57,40,43,62,0,0,0
"AC132444.6",3,10,0,0,1,0,0,0,1,1,0,1,0,0,3,0,0,0
"AC132945.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC133095.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC133095.2",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"AC133103.1",34,45,25,6,2,8,6,4,3,24,30,23,14,31,22,0,0,0
"AC133103.1.1",78,132,84,22,17,24,11,15,12,37,75,93,38,68,50,0,0,0
"AC133103.1.2",25,22,29,3,2,1,1,0,2,18,12,15,9,12,12,0,0,0
"AC133103.2",2,1,2,2,0,1,0,2,0,5,5,2,2,2,0,0,0,0
"AC133103.3",6,0,0,0,0,0,0,0,0,4,0,3,0,8,8,0,0,0
"AC133103.4",9,9,12,11,10,10,13,6,6,7,17,7,12,8,12,0,0,0
"AC133103.5",133,153,117,79,97,74,75,70,60,88,163,127,68,97,143,0,0,0
"AC133103.6",7,11,7,2,4,2,1,1,2,17,9,19,2,2,3,0,0,0
"AC133103.7",4,6,3,1,1,1,1,1,1,8,7,10,2,1,2,0,0,0
"AC133103.7.1",35,43,42,7,6,9,6,0,6,15,26,27,27,21,33,0,0,0
"AC133946.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC134333.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC134836.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC135859.1",0,0,3,2,0,5,0,0,3,3,0,2,0,1,0,0,0,0
"AC136456.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC137708.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC138676.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC139063.1",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"AC139131.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC139347.1",7,4,0,8,6,10,5,13,10,11,0,5,8,5,7,0,0,0
"AC139579.1",49,26,75,17,9,10,25,20,45,6,4,3,26,10,24,0,0,0
"AC140192.1",0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0
"AC140267.1",735,674,729,556,1144,1446,1018,1515,1653,255,462,402,909,99,1133,0,0,0
"AC140325.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC140325.2",0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0
"AC140325.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC140325.4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC140365.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC140982.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC141477.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"AC141640.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC141882.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC142100.1",4,11,6,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
"AC142112.1",141,55,32,426,55,113,373,73,119,303,203,478,29,25,0,0,0,0
"AC147806.1",4,6,2,3,6,2,2,1,4,11,3,10,2,1,4,0,0,0
"AC147806.2",146,122,145,41,9,10,17,24,5,159,149,191,72,40,90,0,0,0
"AC147806.3",0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0
"AC149090.1",13018,11741,11171,16927,18492,15631,14228,11774,10215,12446,13100,12488,18461,17286,14783,0,0,0
"AC150312.1",1,0,4,6,7,0,0,6,2,8,3,8,13,7,17,0,0,0
"AC151602.1",0,0,0,0,0,0,0,0,5,3,0,0,4,0,3,0,0,0
"AC152418.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC153376.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC153941.1",0,3,0,0,0,0,4,0,2,0,0,3,0,0,0,0,0,0
"AC154013.1",10,8,11,0,11,0,5,3,0,0,17,0,5,4,4,0,0,0
"AC154200.1",52,50,14,37,49,44,26,32,23,25,24,36,43,63,28,0,0,0
"AC154542.1",9,11,0,8,4,5,4,8,0,3,0,9,0,8,2,0,0,0
"AC154573.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC154885.1",0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"AC156021.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC156032.1",0,0,0,0,5,1,0,0,0,0,0,2,0,1,0,0,0,0
"AC156546.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC156564.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC157997.1",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"AC158307.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC158774.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC158912.1",1,0,0,0,1,0,5,4,5,4,0,4,0,8,0,0,0,0
"AC159140.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC159819.1",2165,2169,2329,1625,1592,1852,2243,2275,2231,1900,1727,2100,2255,1969,2011,0,0,0
"AC160138.1",8,8,8,5,6,11,4,7,15,6,0,3,6,10,10,0,0,0
"AC160336.1",63,76,68,44,37,18,47,28,32,99,87,87,71,65,61,0,0,0
"AC160405.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC160532.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC160966.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
